id,year,tm,fired,proba
BengPh0,1970,GNB,1,0.6404439284718584
BennLe0,1977,ATL,0,0.15599696263263485
BennLe0,1978,ATL,0,0.04361011718891671
BennLe0,1979,ATL,0,0.5356864202707492
BennLe0,1980,ATL,0,0.09009723888120874
BennLe0,1981,ATL,0,0.13186567387195097
BennLe0,1982,ATL,1,0.13145208853226387
BennLe0,1985,TAM,0,0.6480058825556788
BennLe0,1986,TAM,1,0.678757258804395
BerrRa0,1985,NWE,0,0.04651338359011926
BerrRa0,1986,NWE,0,0.04651338359011926
BerrRa0,1987,NWE,0,0.2683451630710813
BerrRa0,1988,NWE,0,0.30041849887691136
BerrRa0,1989,NWE,1,0.7199766335953616
BileEd0,1981,HOU,0,0.4206066682002656
BileEd0,1982,HOU,1,0.9768259029302065
BillBr0,1999,BAL,0,0.15379588021027205
BillBr0,2000,BAL,0,0.09879978504962046
BillBr0,2001,BAL,0,0.09662493983042715
BillBr0,2002,BAL,0,0.37694848164172706
BillBr0,2003,BAL,0,0.0902538260267678
BillBr0,2004,BAL,0,0.23533175345747787
BillBr0,2005,BAL,0,0.6827646094768824
BillBr0,2006,BAL,0,0.18871662873176334
BillBr0,2007,BAL,1,0.5527257538426428
BowlTo0,2015,NYJ,0,0.1964764512615191
BowlTo0,2016,NYJ,0,0.8170050309016744
BowlTo0,2017,NYJ,0,0.9360212696505117
BowlTo0,2018,NYJ,1,0.9534082184347076
BowlTo0,2022,TAM,0,0.42578315292049324
BowlTo0,2023,TAM,0,0.13438724739607538
BowlTo0,2024,TAM,0,0.07084312579231762
BowlTo0,2025,TAM,0,0.8509534197265757
BradGu0,2013,JAX,0,0.19065190011196753
BradGu0,2014,JAX,0,0.6067431731011074
BradGu0,2015,JAX,0,0.6557306870319983
BradGu0,2016,JAX,1,0.685009430455591
BrooRi0,1995,STL,0,0.15864905953409691
BrooRi0,1996,STL,1,0.44724332090183455
BrowPa0,1970,CIN,0,0.11656490911986322
BrowPa0,1971,CIN,0,0.37323919617628515
BrowPa0,1972,CIN,0,0.23286499051445067
BrowPa0,1973,CIN,0,0.0993691579869273
BrowPa0,1974,CIN,0,0.25196272133565734
BrowPa0,1975,CIN,0,0.3664698554068809
BugeJo0,1990,PHO,0,0.12496372537747151
BugeJo0,1991,PHO,0,0.19735561147826033
BugeJo0,1992,PHO,0,0.8921295327927687
BugeJo0,1993,PHO,1,0.946573369898343
BugeJo0,1997,OAK,1,0.7373303017630777
BurnJe0,1986,MIN,0,0.04370731519779813
BurnJe0,1987,MIN,0,0.07599731554355886
BurnJe0,1988,MIN,0,0.017607302831861776
BurnJe0,1989,MIN,0,0.5468311804106962
BurnJe0,1990,MIN,0,0.7152871280776297
BurnJe0,1991,MIN,1,0.16638968501702162
CablTo0,2009,OAK,0,0.22947765058982247
CablTo0,2010,OAK,1,0.37150774998974945
CaldJi0,2009,IND,0,0.012114493818528213
CaldJi0,2010,IND,0,0.07970225076939393
CaldJi0,2011,IND,1,0.9769944939491573
CaldJi0,2014,DET,0,0.012027811282148783
CaldJi0,2015,DET,0,0.4206525661800216
CaldJi0,2016,DET,0,0.12437699837227215
CaldJi0,2017,DET,1,0.7963758250270067
CallBi0,2002,OAK,0,0.0780479197460153
CallBi0,2003,OAK,1,0.5143840430804169
CallBr0,2024,TEN,0,0.5421141555581162
CallBr0,2025,TEN,1,0.6304275901361454
CameCa0,2007,MIA,1,0.5138028840547683
CampDa0,2000,DAL,0,0.3591296838419435
CampDa0,2001,DAL,0,0.9114866153944072
CampDa0,2002,DAL,1,0.9631212112603558
CampDa1,2021,DET,0,0.6366047412066009
CampDa1,2022,DET,0,0.13675555817618595
CampDa1,2023,DET,0,0.048582492448500894
CampDa1,2024,DET,0,0.11235276633133788
CampDa1,2025,DET,0,0.20204388332311393
CampHu0,1984,HOU,0,0.047507966602358426
CampHu0,1985,HOU,1,0.30630146856229695
CampMa0,1975,ATL,1,0.4381205234202006
CampMa0,1983,PHI,0,0.22905656134331576
CampMa0,1984,PHI,0,0.6081356306251624
CampMa0,1985,PHI,1,0.7555563531799342
CampMa0,1987,ATL,0,0.7067256684976936
CampMa0,1988,ATL,1,0.6237309875097136
CanaDa0,2024,CAR,0,0.19459037023459724
CanaDa0,2025,CAR,0,0.2351297010712268
CapeDo0,1995,CAR,0,0.4244668504584455
CapeDo0,1996,CAR,0,0.04020268462537576
CapeDo0,1997,CAR,0,0.17175526188734672
CapeDo0,1998,CAR,1,0.6906134829461036
CapeDo0,2002,HOU,0,0.39294696060429457
CapeDo0,2003,HOU,0,0.4729147555377646
CapeDo0,2004,HOU,0,0.4715347391564055
CapeDo0,2005,HOU,1,0.8083775004264517
CarrPe0,1994,NYJ,1,0.3825209623281881
CarrPe0,1997,NWE,0,0.13337721544101572
CarrPe0,1998,NWE,0,0.18645947014723666
CarrPe0,1999,NWE,1,0.416376236805106
CarrPe0,2010,SEA,0,0.34095443032655365
CarrPe0,2011,SEA,0,0.4871922962337003
CarrPe0,2012,SEA,0,0.13081526651934347
CarrPe0,2013,SEA,0,0.3806108960750411
CarrPe0,2014,SEA,0,0.37228090887832654
CarrPe0,2015,SEA,0,0.31577257148181503
CarrPe0,2016,SEA,0,0.18276984139120367
CarrPe0,2017,SEA,0,0.15963169251357567
CarrPe0,2018,SEA,0,0.16359838873363955
CarrPe0,2019,SEA,0,0.16773990032684166
CarrPe0,2020,SEA,0,0.1503156976020549
CarrPe0,2021,SEA,0,0.5012531679050141
CarrPe0,2022,SEA,0,0.2171189562939338
CarrPe0,2023,SEA,1,0.23857562879873193
CarrPe0,2025,LVR,1,0.41462917683056005
CarsBu0,1989,CLE,1,0.1349658931454333
ChilBr0,2006,MIN,0,0.43442693045787023
ChilBr0,2007,MIN,0,0.535772771111456
ChilBr0,2008,MIN,0,0.07549650410341936
ChilBr0,2009,MIN,0,0.2587669917083559
ChilBr0,2010,MIN,1,0.7060678048930076
ChudRo0,2013,CLE,1,0.4042310867242759
ClarMo0,1976,SFO,1,0.10917299329241924
ClarMo0,1978,DET,0,0.1411452384613166
ClarMo0,1979,DET,0,0.7215847328242059
ClarMo0,1980,DET,0,0.15860673935058608
ClarMo0,1981,DET,0,0.6545314614899731
ClarMo0,1982,DET,0,0.5225665400008661
ClarMo0,1983,DET,0,0.3343237377183462
ClarMo0,1984,DET,1,0.6037327267761641
CoenLi0,2025,JAX,0,0.005186271399250993
CollBl0,1970,CLE,1,0.6298591789297568
CoryDo0,1973,STL,0,0.6040308404645068
CoryDo0,1974,STL,0,0.00509517411646039
CoryDo0,1975,STL,0,0.01570014980125804
CoryDo0,1976,STL,0,0.18118303140390052
CoryDo0,1977,STL,1,0.2543856378602951
CoryDo0,1979,SDG,0,0.012993453259323252
CoryDo0,1980,SDG,0,0.014740569572839755
CoryDo0,1981,SDG,0,0.016993795310406904
CoryDo0,1982,SDG,0,0.16642025700033164
CoryDo0,1983,SDG,0,0.635996629152827
CoryDo0,1984,SDG,0,0.6628156443904711
CoryDo0,1985,SDG,1,0.44396563618235746
CoslBr0,1990,NYJ,0,0.1754959131567161
CoslBr0,1991,NYJ,0,0.24634665003883194
CoslBr0,1992,NYJ,0,0.6320168342084804
CoslBr0,1993,NYJ,1,0.5912600967729115
CoslBr0,1997,CIN,0,0.3365293795914706
CoslBr0,1998,CIN,0,0.6220297048256173
CoslBr0,1999,CIN,0,0.6689572691109735
CoslBr0,2000,CIN,1,0.685009430455591
CougTo0,1995,JAX,0,0.6077259304154873
CougTo0,1996,JAX,0,0.19632126301644406
CougTo0,1997,JAX,0,0.1956241066673618
CougTo0,1998,JAX,0,0.16616427757382526
CougTo0,1999,JAX,0,0.1847362971954098
CougTo0,2000,JAX,0,0.3906547489292354
CougTo0,2001,JAX,0,0.577572424231102
CougTo0,2002,JAX,1,0.605641894099419
CougTo0,2004,NYG,0,0.24295296971562053
CougTo0,2005,NYG,0,0.0872587072114203
CougTo0,2006,NYG,0,0.29368704902406995
CougTo0,2007,NYG,0,0.3357907166717582
CougTo0,2008,NYG,0,0.370469405157338
CougTo0,2009,NYG,0,0.4012164836219116
CougTo0,2010,NYG,0,0.3023766850604066
CougTo0,2011,NYG,0,0.2092612410570129
CougTo0,2012,NYG,0,0.1799164407756866
CougTo0,2013,NYG,0,0.4111917548113785
CougTo0,2014,NYG,0,0.6392326194695858
CougTo0,2015,NYG,0,0.6447927502736329
CowhBi0,1992,PIT,0,0.04361011718891671
CowhBi0,1993,PIT,0,0.0693135031926769
CowhBi0,1994,PIT,0,0.06405721504252672
CowhBi0,1995,PIT,0,0.05756881243098612
CowhBi0,1996,PIT,0,0.18361325510784848
CowhBi0,1997,PIT,0,0.04850956576859939
CowhBi0,1998,PIT,0,0.2849518389179662
CowhBi0,1999,PIT,0,0.5171616548903701
CowhBi0,2000,PIT,0,0.2060774233731053
CowhBi0,2001,PIT,0,0.049576178141885315
CowhBi0,2002,PIT,0,0.21862243694787858
CowhBi0,2003,PIT,0,0.44542635437744077
CowhBi0,2004,PIT,0,0.047188495515661566
CowhBi0,2005,PIT,0,0.13833841108627676
CowhBi0,2006,PIT,1,0.39095331751297807
CrenRo0,2005,CLE,0,0.3025733918084804
CrenRo0,2006,CLE,0,0.5466401716600453
CrenRo0,2007,CLE,0,0.1255070338898005
CrenRo0,2008,CLE,1,0.6639793975284137
CrenRo0,2012,KAN,1,0.4710176528531291
CullDa0,2021,HOU,1,0.5878049050040256
CunnGu0,1999,KAN,0,0.1146723595788044
CunnGu0,2000,KAN,1,0.6128107952618096
DaboBr0,2022,NYG,0,0.04361011718891671
DaboBr0,2023,NYG,0,0.2277245369658339
DaboBr0,2024,NYG,0,0.7711769040146144
DaboBr0,2025,NYG,1,0.8077568610537703
DaviBu0,2001,CLE,0,0.025794866005397127
DaviBu0,2002,CLE,0,0.16294634136233022
DaviBu0,2003,CLE,0,0.7181072951262475
DaviBu0,2004,CLE,1,0.9409478175044748
DelRJa0,2003,JAX,0,0.23907514047993828
DelRJa0,2004,JAX,0,0.2837207730593713
DelRJa0,2005,JAX,0,0.06211770788092631
DelRJa0,2006,JAX,0,0.36986484265109965
DelRJa0,2007,JAX,0,0.039884946377565185
DelRJa0,2008,JAX,0,0.5867638546589949
DelRJa0,2009,JAX,0,0.5242766908032463
DelRJa0,2010,JAX,0,0.597360357231628
DelRJa0,2011,JAX,1,0.7807134852176362
DelRJa0,2015,OAK,0,0.314742889900799
DelRJa0,2016,OAK,0,0.04157875543811385
DelRJa0,2017,OAK,1,0.09282953570671487
DeviDa0,1971,GNB,0,0.4444064780989177
DeviDa0,1972,GNB,0,0.040145249619441055
DeviDa0,1973,GNB,0,0.3293696297736098
DeviDa0,1974,GNB,1,0.7263177292518376
DitkMi0,1982,CHI,0,0.1958659775545661
DitkMi0,1983,CHI,0,0.3553785780362906
DitkMi0,1984,CHI,0,0.03502901947692799
DitkMi0,1985,CHI,0,0.04603354315096644
DitkMi0,1986,CHI,0,0.08774090583498051
DitkMi0,1987,CHI,0,0.21572454578724876
DitkMi0,1988,CHI,0,0.05701102452623735
DitkMi0,1989,CHI,0,0.08091944964495157
DitkMi0,1990,CHI,0,0.0710172040198185
DitkMi0,1991,CHI,0,0.07704145631418245
DitkMi0,1992,CHI,1,0.45835110252044686
DitkMi0,1997,NOR,0,0.12727886458520593
DitkMi0,1998,NOR,0,0.19918731577522075
DitkMi0,1999,NOR,1,0.7128787881060143
DoolJi0,1970,CHI,0,0.4498565250217659
DoolJi0,1971,CHI,1,0.22560263839842104
DowhRo0,1985,IND,1,0.1345948530448593
DungTo0,1996,TAM,0,0.2357123090535812
DungTo0,1997,TAM,0,0.07724938449316353
DungTo0,1998,TAM,0,0.20528323210220495
DungTo0,1999,TAM,0,0.23681482097966927
DungTo0,2000,TAM,0,0.3164313386358865
DungTo0,2001,TAM,1,0.28681015697315165
DungTo0,2002,IND,0,0.09112645916346282
DungTo0,2003,IND,0,0.09474153556016594
DungTo0,2004,IND,0,0.0798923856318827
DungTo0,2005,IND,0,0.17463145974468208
DungTo0,2006,IND,0,0.09832667340732675
DungTo0,2007,IND,0,0.11722723785716996
DungTo0,2008,IND,1,0.1702049129037307
EberMa0,2022,CHI,0,0.6952181360605202
EberMa0,2023,CHI,0,0.5771676561873939
EberMa0,2024,CHI,1,0.7593061249895403
EdwaHe0,2001,NYJ,0,0.1451827219304864
EdwaHe0,2002,NYJ,0,0.05268655066844436
EdwaHe0,2003,NYJ,0,0.42723344565699006
EdwaHe0,2004,NYJ,0,0.24409939013009233
EdwaHe0,2005,NYJ,1,0.7584068510314461
EdwaHe0,2006,KAN,0,0.23759418882039793
EdwaHe0,2007,KAN,0,0.6974278450914145
EdwaHe0,2008,KAN,1,0.7903477778938142
ErhaRo0,1979,NWE,0,0.25587570507889734
ErhaRo0,1980,NWE,0,0.2816672983184245
ErhaRo0,1981,NWE,1,0.7558030306941425
EricDe0,1995,SEA,0,0.1689623513798019
EricDe0,1996,SEA,0,0.5331105658213011
EricDe0,1997,SEA,0,0.3243373081498536
EricDe0,1998,SEA,1,0.643687123776398
EricDe0,2003,SFO,0,0.3094972414844368
EricDe0,2004,SFO,1,0.7544834803397154
EwbaWe0,1970,NYJ,0,0.6483517800543637
EwbaWe0,1971,NYJ,0,0.5272233339936385
EwbaWe0,1972,NYJ,0,0.3370479075243601
EwbaWe0,1973,NYJ,1,0.7678982781958008
FairCh0,1973,NWE,0,0.09696007917206115
FairCh0,1974,NWE,0,0.29469977866609054
FairCh0,1975,NWE,0,0.4020496855995173
FairCh0,1976,NWE,0,0.1553253724212231
FairCh0,1977,NWE,0,0.36131105615863857
FairCh0,1978,NWE,1,0.4379111764339376
FangVi0,2019,DEN,0,0.27582640986040585
FangVi0,2020,DEN,0,0.5340098534025256
FangVi0,2021,DEN,1,0.5229372849803563
FassJi0,1997,NYG,0,0.03453686489146729
FassJi0,1998,NYG,0,0.09580277867821463
FassJi0,1999,NYG,0,0.4781205705441669
FassJi0,2000,NYG,0,0.040159917096834453
FassJi0,2001,NYG,0,0.37083433298861757
FassJi0,2002,NYG,0,0.20262075896122866
FassJi0,2003,NYG,1,0.7596823559247312
FishJe0,1995,HOU,0,0.2662909350258343
FishJe0,1996,HOU,1,0.3741643464234105
FishJe0,1997,TEN,0,0.22367702114984792
FishJe0,1998,TEN,0,0.3451140390688399
FishJe0,1999,TEN,0,0.045657683977922255
FishJe0,2000,TEN,0,0.10310248597279588
FishJe0,2001,TEN,0,0.26642634133280785
FishJe0,2002,TEN,0,0.0398083299065155
FishJe0,2003,TEN,0,0.15560845250890418
FishJe0,2004,TEN,0,0.4955394492898778
FishJe0,2005,TEN,0,0.5234427662870766
FishJe0,2006,TEN,0,0.3614297389970275
FishJe0,2007,TEN,0,0.20039009097427937
FishJe0,2008,TEN,0,0.0556658009917304
FishJe0,2009,TEN,0,0.32373256724909244
FishJe0,2010,TEN,1,0.6293977620843225
FishJe0,2012,STL,0,0.20124287843627944
FishJe0,2013,STL,0,0.20552974642868468
FishJe0,2014,STL,0,0.5352339712067647
FishJe0,2015,STL,1,0.6177705444082117
FishJe0,2016,LAR,1,0.27273954566709857
FlorBr0,2019,MIA,0,0.23900972049836988
FlorBr0,2020,MIA,0,0.05985828493824766
FlorBr0,2021,MIA,1,0.25101746286358173
FlorTo0,1979,OAK,0,0.12343905092351867
FlorTo0,1980,OAK,0,0.04722537231954951
FlorTo0,1981,OAK,1,0.23221835538174854
FlorTo0,1982,RAI,0,0.0505649683798409
FlorTo0,1983,RAI,0,0.06547625333157514
FlorTo0,1984,RAI,0,0.09428905873720439
FlorTo0,1985,RAI,0,0.07663919380867722
FlorTo0,1986,RAI,0,0.2007243362858788
FlorTo0,1987,RAI,1,0.7073788550811556
FlorTo0,1992,SEA,0,0.6717875787056192
FlorTo0,1993,SEA,0,0.5482517622234218
FlorTo0,1994,SEA,1,0.7093230525217437
FontWa0,1989,DET,0,0.35802356062945667
FontWa0,1990,DET,0,0.8965261082496262
FontWa0,1991,DET,0,0.008771239722882825
FontWa0,1992,DET,0,0.05639960678022967
FontWa0,1993,DET,0,0.38674862499431384
FontWa0,1994,DET,0,0.40955129279071956
FontWa0,1995,DET,0,0.5658894548005637
FontWa0,1996,DET,1,0.8975171672074096
ForzRi0,1974,DET,0,0.3523499528339086
ForzRi0,1975,DET,1,0.42156048443568994
FoxxJo0,2002,CAR,0,0.020964848868386
FoxxJo0,2003,CAR,0,0.003044100531708107
FoxxJo0,2004,CAR,0,0.022124761869779606
FoxxJo0,2005,CAR,0,0.0522338228557787
FoxxJo0,2006,CAR,0,0.032317087783754084
FoxxJo0,2007,CAR,0,0.1469401505881136
FoxxJo0,2008,CAR,0,0.012395213359760932
FoxxJo0,2009,CAR,0,0.09072268774862109
FoxxJo0,2010,CAR,1,0.7651845845759028
FoxxJo0,2011,DEN,0,0.031344620121917195
FoxxJo0,2012,DEN,0,0.00980894992816355
FoxxJo0,2013,DEN,0,0.01590224967542908
FoxxJo0,2014,DEN,1,0.18502042867636215
FoxxJo0,2015,CHI,0,0.2093117685106978
FoxxJo0,2016,CHI,0,0.7563911973922423
FoxxJo0,2017,CHI,1,0.9132240253119528
FrazLe0,2011,MIN,0,0.8893505813929767
FrazLe0,2012,MIN,0,0.011643271302303512
FrazLe0,2013,MIN,1,0.879464904929176
GailCh0,1998,DAL,0,0.14238477005007283
GailCh0,1999,DAL,1,0.2480103791239671
GailCh0,2010,BUF,0,0.5798850356126611
GailCh0,2011,BUF,0,0.5981324398799188
GailCh0,2012,BUF,1,0.7234649064944595
GannJo0,2023,ARI,0,0.6372217922653863
GannJo0,2024,ARI,0,0.4797558137788005
GannJo0,2025,ARI,1,0.7883942018334585
GanzFr0,1987,KAN,0,0.4861674310246515
GanzFr0,1988,KAN,1,0.6000148894763317
GarrJa0,2011,DAL,0,0.2235818511507342
GarrJa0,2012,DAL,0,0.5013911129807912
GarrJa0,2013,DAL,0,0.43303798335935517
GarrJa0,2014,DAL,0,0.12174868887975139
GarrJa0,2015,DAL,0,0.3315910115604819
GarrJa0,2016,DAL,0,0.1923181598182449
GarrJa0,2017,DAL,0,0.18954110204579572
GarrJa0,2018,DAL,0,0.0996404871312697
GarrJa0,2019,DAL,1,0.5466454437411438
GaseAd0,2016,MIA,0,0.005317592143400221
GaseAd0,2017,MIA,0,0.1271314321935529
GaseAd0,2018,MIA,1,0.3210870283666705
GaseAd0,2019,NYJ,0,0.36398256742392776
GaseAd0,2020,NYJ,1,0.9324653932718101
GibbJo0,1981,WAS,0,0.20149303799624785
GibbJo0,1982,WAS,0,0.0425665636520779
GibbJo0,1983,WAS,0,0.05337906604343141
GibbJo0,1984,WAS,0,0.28135520149035886
GibbJo0,1985,WAS,0,0.12273275812536147
GibbJo0,1986,WAS,0,0.08686589105237921
GibbJo0,1987,WAS,0,0.2790459575947503
GibbJo0,1988,WAS,0,0.204129762969595
GibbJo0,1989,WAS,0,0.1314510166599071
GibbJo0,1990,WAS,0,0.0534556590039931
GibbJo0,1991,WAS,0,0.056192777979169606
GibbJo0,1992,WAS,1,0.07745494603533094
GibbJo0,2004,WAS,0,0.09887549821174259
GibbJo0,2005,WAS,0,0.09411968469019256
GibbJo0,2006,WAS,0,0.6318766646505501
GibbJo0,2007,WAS,1,0.1834803332450434
GibrAb0,1972,CHI,0,0.6433671991024789
GibrAb0,1973,CHI,0,0.7283239980250054
GibrAb0,1974,CHI,1,0.6969418981001017
GilbKe0,1997,SDG,1,0.6006674153341999
GillSi0,1974,HOU,1,0.014377207392815002
GlanJe0,1986,HOU,0,0.2783566814291561
GlanJe0,1987,HOU,0,0.20121269977518588
GlanJe0,1988,HOU,0,0.06152519353198179
GlanJe0,1989,HOU,1,0.34456537770190654
GlanJe0,1990,ATL,0,0.11706440078079425
GlanJe0,1991,ATL,0,0.05418257945243805
GlanJe0,1992,ATL,0,0.5396958407116546
GlanJe0,1993,ATL,1,0.5896042410207644
GlenAa0,2025,NYJ,0,0.6362924658949978
GranBu0,1970,MIN,0,0.07569522434465922
GranBu0,1971,MIN,0,0.1817053891393553
GranBu0,1972,MIN,0,0.37895143803973336
GranBu0,1973,MIN,0,0.1201647619545639
GranBu0,1974,MIN,0,0.1702046107328044
GranBu0,1975,MIN,0,0.20577308577403697
GranBu0,1976,MIN,0,0.17303245639066384
GranBu0,1977,MIN,0,0.12473152468126823
GranBu0,1978,MIN,0,0.2223985419529107
GranBu0,1979,MIN,0,0.1796184070069766
GranBu0,1980,MIN,0,0.1416915217781566
GranBu0,1981,MIN,0,0.3008349874118447
GranBu0,1982,MIN,0,0.2393611182773416
GranBu0,1983,MIN,0,0.3459967464365275
GranBu0,1985,MIN,1,0.2108765940780262
GreeDe0,1992,MIN,0,0.00476886682861645
GreeDe0,1993,MIN,0,0.04382182890452039
GreeDe0,1994,MIN,0,0.013108676208855904
GreeDe0,1995,MIN,0,0.25615451718597654
GreeDe0,1996,MIN,0,0.16159577385822854
GreeDe0,1997,MIN,0,0.17675887166375776
GreeDe0,1998,MIN,0,0.0075358270461134335
GreeDe0,1999,MIN,0,0.14464838704716382
GreeDe0,2000,MIN,0,0.03843296169647057
GreeDe0,2001,MIN,1,0.8787294103357288
GreeDe0,2004,ARI,0,0.12804113340420478
GreeDe0,2005,ARI,0,0.6858257280214302
GreeDe0,2006,ARI,1,0.9622952582516564
GregFo0,1975,CLE,0,0.6523665439154553
GregFo0,1976,CLE,0,0.09565575908958128
GregFo0,1977,CLE,1,0.24794828135486535
GregFo0,1980,CIN,0,0.15610831611681525
GregFo0,1981,CIN,0,0.0600932305595934
GregFo0,1982,CIN,0,0.046615076472262186
GregFo0,1983,CIN,1,0.20117375099315707
GregFo0,1984,GNB,0,0.4535204090812784
GregFo0,1985,GNB,0,0.5123623999736147
GregFo0,1986,GNB,0,0.7869921298931811
GregFo0,1987,GNB,1,0.8099803057919092
GrohAl0,2000,NYJ,1,0.1283601762494786
GrudJa0,2014,WAS,0,0.45257001863559765
GrudJa0,2015,WAS,0,0.09855000114114124
GrudJa0,2016,WAS,0,0.14941814688554653
GrudJa0,2017,WAS,0,0.6024780544404907
GrudJa0,2018,WAS,0,0.5429830311399443
GrudJa0,2019,WAS,1,0.8037240620916614
GrudJo0,1998,OAK,0,0.1938662138854675
GrudJo0,1999,OAK,0,0.3881918557617729
GrudJo0,2000,OAK,0,0.05885006794645762
GrudJo0,2001,OAK,1,0.2534770092039644
GrudJo0,2002,TAM,0,0.07711812687734365
GrudJo0,2003,TAM,0,0.2571840186574638
GrudJo0,2004,TAM,0,0.6675575412014539
GrudJo0,2005,TAM,0,0.12776196977763735
GrudJo0,2006,TAM,0,0.6468132214067287
GrudJo0,2007,TAM,0,0.17730574743127925
GrudJo0,2008,TAM,1,0.3010196855854776
GrudJo0,2018,OAK,0,0.5983922000580112
GrudJo0,2019,OAK,1,0.41237923161701984
GrudJo0,2020,LVR,1,0.2177844588534847
HackNa0,2022,DEN,1,0.46049564655657044
HaleTo0,2009,KAN,0,0.3118755231459767
HaleTo0,2010,KAN,0,0.07793880252017775
HaleTo0,2011,KAN,1,0.26758135289384527
HandRa0,1991,NYG,0,0.3471449065807971
HandRa0,1992,NYG,1,0.7222965930948743
HaniJi0,1980,STL,0,0.54289688426263
HaniJi0,1981,STL,0,0.9105525879888925
HaniJi0,1982,STL,0,0.06443317899734721
HaniJi0,1983,STL,0,0.4425124373727941
HaniJi0,1984,STL,0,0.24484093465317716
HaniJi0,1985,STL,1,0.8884263739258352
HarbJi0,2011,SFO,0,0.03455845610118353
HarbJi0,2012,SFO,0,0.04206585299836224
HarbJi0,2013,SFO,0,0.13015705057310345
HarbJi0,2014,SFO,1,0.2520516101487249
HarbJi0,2024,LAC,0,0.0506152641741713
HarbJi0,2025,LAC,0,0.18995128957885346
HarbJo0,2008,BAL,0,0.03219001179985032
HarbJo0,2009,BAL,0,0.14383318755655813
HarbJo0,2010,BAL,0,0.01632462897025311
HarbJo0,2011,BAL,0,0.03343634507129059
HarbJo0,2012,BAL,0,0.08060456312596956
HarbJo0,2013,BAL,0,0.568960749304942
HarbJo0,2014,BAL,0,0.17266304931490145
HarbJo0,2015,BAL,0,0.9325743335029599
HarbJo0,2016,BAL,0,0.7666832701415492
HarbJo0,2017,BAL,0,0.3244661791587564
HarbJo0,2018,BAL,0,0.22695440078686857
HarbJo0,2019,BAL,0,0.05232534916911494
HarbJo0,2020,BAL,0,0.3837806588543796
HarbJo0,2021,BAL,0,0.283821760233802
HarbJo0,2022,BAL,0,0.4703596814203098
HarbJo0,2023,BAL,0,0.013476253924702192
HarbJo0,2024,BAL,0,0.04199990228672194
HarbJo0,2025,BAL,1,0.28509834710244486
HaslJi0,2000,NOR,0,0.054700500815190664
HaslJi0,2001,NOR,0,0.1693235408741099
HaslJi0,2002,NOR,0,0.1115398293564732
HaslJi0,2003,NOR,0,0.48281780257240003
