,fired,prob,year,tm,id,age,round,win_pct,w_plyf,exp,tenure,tenure_over_500,tenure_w_plyf,tenure_coy_share,exp_coy_share,srs,ou,gm,owner,coy_share,coy_rank,poc,delta_1yr_win_pct,delta_2yr_win_pct,delta_3yr_win_pct,delta_1yr_plyf,delta_2yr_plyf,delta_3yr_plyf,pred,name,team,win_pct_proj,color1,color2,wins,losses,l_plyf,ou_line
14,0,0.06,2026,LAC,HarbJi0,62,1.0,0.647,0.0,7,3,10,0.0,0.056,0.956,0.8,1.5,1,-1,0.0,0,0,0.0,0.353,0.059,0.0,1.0,0.0,0,Jim Harbaugh,SDG,0.647,002244,0073CF,0,0,0,10.52
15,0,0.08,2026,DAL,SchoBr0,52,0.0,0.441,0.0,2,2,-2,0.0,0.0,0.0,-4.1,-0.5,1,0,0.0,0,0,0.029,-0.265,-0.265,0.0,-1.0,-2.0,0,Brian Schottenheimer,DAL,0.441,002244,B0B7BC,0,0,0,8.38
16,0,0.09,2026,MIA,HaflJe0,47,0.05,0.412,0.02,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0,-0.059,-0.235,-0.117,0.0,-1.0,-1.0,0,Jeff Hafley,MIA,0.3,008E97,F58220,0,0,0,5.09
17,0,0.04,2026,LAR,McVaSe0,39,3.0,0.706,2.0,10,10,35,10.0,0.756,0.756,12.5,2.5,1,-1,0.0,0,0,0.118,0.118,0.412,1.0,2.0,3.0,0,Sean McVay,RAM,0.706,002244,B3995D,0,0,0,12.48
18,0,0.12,2026,OTI,SaleRo0,47,0.1,0.167,0.04,5,1,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,1,-0.009,-0.186,-0.245,0.0,0.0,0.0,0,Robert Saleh,OTI,0.39,002244,4B92DB,0,0,0,6.68
19,0,0.2,2026,CRD,LaFlMi0,39,0.05,0.176,0.02,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0,-0.295,-0.059,-0.059,0.0,0.0,0.0,0,Mike LaFleur,CRD,0.23,97233F,FFB612,0,0,0,3.99
20,0,0.12,2026,ATL,StefKe0,44,0.25,0.471,0.11,7,1,0,0.0,0.0,0.877,0.0,0.0,1,1,0.0,0,0,0.0,0.059,0.059,0.0,0.0,0.0,0,Kevin Stefanski,ATL,0.41,A71930,A5ACAF,0,0,0,6.98
21,0,0.36,2026,KAN,ReidAn0,67,0.0,0.353,0.0,28,14,85,18.0,0.686,1.665,1.9,-5.5,-1,-1,0.0,0,0,-0.529,-0.294,-0.471,-4.0,-5.0,-5.0,0,Andy Reid,KAN,0.353,E31837,FFB612,0,0,0,10.77
22,0,0.29,2026,IND,SteiSh0,40,0.0,0.471,0.0,4,4,-1,0.0,0.009,0.009,5.0,0.5,1,-1,0.0,0,0,0.0,-0.058,0.206,0.0,0.0,0.0,0,Shane Steichen,CLT,0.471,002C5F,A5ACAF,0,0,0,7.47
23,0,0.28,2026,MIN,OConKe0,40,0.0,0.529,0.0,5,5,18,0.0,0.395,0.395,0.7,-0.5,1,-1,0.0,0,0,-0.295,0.117,-0.236,-1.0,0.0,-1.0,0,Kevin O'Connell,MIN,0.529,4F2683,FFC62F,0,0,0,7.93
24,0,0.26,2026,TAM,BowlTo0,62,0.0,0.471,0.0,10,5,2,1.0,0.005,0.005,-1.1,-1.5,1,-1,0.0,0,1,-0.117,-0.058,0.0,-1.0,-2.0,-1.0,0,Todd Bowles,TAM,0.471,D50A0A,34302B,0,0,0,7.97
25,0,0.22,2026,NYG,HarbJo0,64,0.37,0.2,0.16,19,1,0,0.0,0.0,0.61,0.0,0.0,1,1,0.0,0,0,0.024,-0.153,-0.359,0.0,0.0,-2.0,0,John Harbaugh,NYG,0.45,0B2265,A71930,0,0,0,7.57
26,0,0.36,2026,NYJ,GlenAa0,53,0.0,0.176,0.0,2,2,-11,0.0,0.0,0.0,-12.5,-3.5,1,0,0.0,0,0,-0.118,-0.236,-0.236,0.0,0.0,0.0,0,Aaron Glenn,NYJ,0.176,203731,000000,0,0,0,6.45
27,0,0.16,2026,NOR,MoorKe0,36,0.0,0.353,0.0,2,2,-5,0.0,0.0,0.0,-4.9,1.5,1,0,0.0,0,0,0.059,-0.176,-0.059,0.0,0.0,0.0,0,Kellen Moore,NOR,0.353,9F8958,000000,0,0,0,7.27
28,0,0.14,2026,DET,CampDa1,49,0.0,0.529,0.0,7,6,12,2.0,0.376,0.376,3.9,-1.5,1,-1,0.0,0,0,-0.353,-0.177,0.0,-2.0,-3.0,0.0,0,Dan Campbell,DET,0.529,005A8B,B0B7BC,0,0,0,9.43
29,0,0.13,2026,CAR,CanaDa0,44,1.0,0.471,0.0,3,3,-8,0.0,0.0,0.0,-3.6,1.5,1,-1,0.0,0,1,0.177,0.353,0.059,1.0,1.0,1.0,0,Dave Canales,CAR,0.471,0085CA,BFC0BF,0,0,0,7.21
30,0,0.13,2026,PIT,McCaMi0,63,0.31,0.588,0.13,19,1,0,0.0,0.0,0.36,0.0,0.0,1,1,0.0,0,0,0.0,0.0,0.059,0.0,0.0,1.0,0,Mike McCarthy,PIT,0.43,FFB612,C60C30,0,0,0,7.32
31,0,0.12,2026,PHI,SiriNi0,44,1.0,0.647,0.0,6,6,33,6.0,0.103,0.103,2.8,-0.5,1,-1,0.0,0,0,-0.177,0.0,-0.177,-4.0,0.0,-3.0,0,Nick Sirianni,PHI,0.647,004953,A5ACAF,0,0,0,9.88
32,0,0.16,2026,CLE,MonkTo0,60,0.1,0.294,0.04,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0,0.118,-0.353,-0.118,0.0,-1.0,0.0,0,Todd Monken,CLE,0.37,FB4F14,22150C,0,0,0,6.28
33,0,0.03,2025,HOU,RyanDe0,41,2.0,0.706,1.0,3,3,13,3.0,0.367,0.367,8.6,2.5,1,-1,0.0,0,1,0.118,0.118,0.5,0.0,0.0,2.0,0,DeMeco Ryans,HTX,0.706,03202F,A71930,12,5,1,9.5
34,0,0.12,2025,PHI,SiriNi0,44,1.0,0.647,0.0,5,5,33,6.0,0.103,0.103,2.8,-0.5,1,-1,0.0,0,0,-0.177,0.0,-0.177,-4.0,0.0,-3.0,0,Nick Sirianni,PHI,0.647,004953,A5ACAF,11,6,1,11.5
35,1,0.12,2025,PIT,TomlMi0,53,1.0,0.588,0.0,19,19,79,8.0,0.077,0.077,0.1,1.5,-1,-1,0.0,0,1,0.0,0.0,0.059,0.0,0.0,1.0,0,Mike Tomlin,PIT,0.588,FFB612,C60C30,10,7,1,8.5
36,0,0.11,2025,GNB,LaFlMa0,46,1.0,0.559,0.0,7,7,36,3.0,0.292,0.292,1.0,-1.5,1,-1,0.0,0,0,-0.088,0.03,0.088,1.0,1.0,1.0,0,Matt LaFleur,GNB,0.559,203731,FFB612,9,7,1,10.5
37,0,0.08,2025,DAL,SchoBr0,52,0.0,0.0,0.0,1,1,-2,0.0,0.0,0.0,-4.1,-0.5,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Brian Schottenheimer,DAL,0.441,002244,B0B7BC,7,9,0,7.5
38,0,0.06,2025,LAC,HarbJi0,62,1.0,0.647,0.0,6,2,10,0.0,0.056,0.956,0.8,1.5,1,-1,0.0,0,0,0.0,0.353,0.059,0.0,1.0,0.0,0,Jim Harbaugh,SDG,0.647,002244,0073CF,11,6,1,9.5
39,0,0.05,2025,SEA,MacdMi0,38,5.0,0.824,3.0,2,2,14,3.0,0.188,0.188,12.8,5.5,1,-1,0.188,3,0,0.236,0.295,0.295,5.0,5.0,4.0,0,Mike Macdonald,SEA,0.824,002244,69BE28,14,3,0,8.5
40,0,0.02,2025,DEN,PaytSe0,62,3.0,0.824,1.0,18,3,13,1.0,0.068,1.259,3.5,4.5,1,-1,0.0,0,0,0.236,0.353,0.53,2.0,3.0,3.0,0,Sean Payton,DEN,0.824,002244,FB4F14,14,3,1,9.5
41,0,0.03,2025,NWE,VrabMi0,50,4.0,0.0,3.0,7,1,11,3.0,0.297,1.017,5.5,5.5,1,0,0.297,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Mike Vrabel,NWE,0.824,002244,C60C30,14,3,1,8.5
42,1,0.02,2025,BUF,McDeSe0,51,2.0,0.706,1.0,9,9,48,8.0,0.322,0.322,4.5,-0.5,1,-1,0.0,0,0,-0.059,0.059,-0.107,-1.0,0.0,0.0,0,Sean McDermott,BUF,0.706,00338D,C60C30,12,5,1,12.5
43,0,0.01,2025,CHI,JohnBe0,39,2.0,0.0,1.0,1,1,5,1.0,0.143,0.143,0.5,2.5,1,0,0.143,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Ben Johnson,CHI,0.647,0B162A,C83803,11,6,1,8.5
44,0,0.01,2025,SFO,ShanKy0,46,2.0,0.706,1.0,9,9,15,9.0,0.708,0.708,6.0,1.5,1,-1,0.138,5,0,0.353,0.0,-0.059,2.0,-2.0,-1.0,0,Kyle Shanahan,SFO,0.706,AA0000,B3995D,12,5,1,10.5
45,0,0.0,2025,JAX,CoenLi0,40,1.0,0.0,0.0,1,1,9,0.0,0.235,0.235,8.7,5.5,1,0,0.235,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Liam Coen,JAX,0.765,006778,9F792C,13,4,1,7.5
46,0,0.14,2025,DET,CampDa1,49,0.0,0.529,0.0,6,5,12,2.0,0.376,0.376,3.9,-1.5,1,-1,0.0,0,0,-0.353,-0.177,0.0,-2.0,-3.0,0.0,0,Dan Campbell,DET,0.529,005A8B,B0B7BC,9,8,0,10.5
47,0,0.13,2025,CAR,CanaDa0,44,1.0,0.471,0.0,2,2,-8,0.0,0.0,0.0,-3.6,1.5,1,-1,0.0,0,1,0.177,0.353,0.059,1.0,1.0,1.0,0,Dave Canales,CAR,0.471,0085CA,BFC0BF,8,9,1,6.5
48,0,0.04,2025,LAR,McVaSe0,39,3.0,0.706,2.0,9,9,35,10.0,0.756,0.756,12.5,2.5,1,-1,0.0,0,0,0.118,0.118,0.412,1.0,2.0,3.0,0,Sean McVay,RAM,0.706,002244,B3995D,12,5,1,9.5
49,0,0.16,2025,NOR,MoorKe0,36,0.0,0.0,0.0,1,1,-5,0.0,0.0,0.0,-4.9,1.5,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Kellen Moore,NOR,0.353,9F8958,000000,6,11,0,4.5
50,1,0.37,2025,TEN,CallBr0,41,0.0,0.167,0.0,2,2,-15,0.0,0.0,0.0,-8.0,-3.5,1,-1,0.0,0,0,-0.009,-0.186,-0.245,0.0,0.0,0.0,0,Brian Callahan,OTI,0.167,002244,4B92DB,1,5,0,4.5
51,1,0.24,2025,ATL,MorrRa0,49,0.0,0.471,0.0,6,2,-5,0.0,0.0,0.23,-2.8,-0.5,1,-1,0.0,0,1,0.0,0.059,0.059,0.0,0.0,0.0,0,Raheem Morris,ATL,0.471,A71930,A5ACAF,8,9,0,8.5
52,0,0.56,2025,CIN,TaylZa0,42,0.0,0.353,0.0,7,7,-11,5.0,0.04,0.04,-5.1,-3.5,1,-1,0.0,0,0,-0.176,-0.176,-0.397,0.0,0.0,-3.0,1,Zac Taylor,CIN,0.353,FB4F14,000000,6,11,0,9.5
53,1,0.54,2025,NYG,DaboBr0,50,0.0,0.2,0.0,4,4,-20,1.0,0.273,0.273,-3.6,-0.5,1,-1,0.0,0,0,0.024,-0.153,-0.359,0.0,0.0,-2.0,1,Brian Daboll,NYG,0.2,0B2265,A71930,2,8,0,2.5
54,1,0.52,2025,LVR,CarrPe0,74,0.0,0.176,0.0,19,1,-11,0.0,0.0,0.243,-10.5,-3.5,1,0,0.0,0,0,-0.059,-0.295,-0.177,0.0,0.0,0.0,1,Pete Carroll,RAI,0.176,A5ACAF,000000,3,14,0,6.5
55,1,0.47,2025,CLE,StefKe0,43,0.0,0.294,0.0,6,6,-11,1.0,0.877,0.877,-7.4,0.5,1,-1,0.0,0,0,0.118,-0.353,-0.118,0.0,-1.0,0.0,0,Kevin Stefanski,CLE,0.294,FB4F14,22150C,5,12,0,4.5
56,0,0.46,2025,WAS,QuinDa0,55,0.0,0.294,0.0,8,2,0,2.0,0.081,0.081,-5.7,-4.5,1,-1,0.0,0,0,-0.412,0.059,-0.206,-3.0,0.0,0.0,0,Dan Quinn,WAS,0.294,773141,FFB612,5,12,0,9.5
57,1,0.57,2025,MIA,McDaMi0,42,0.0,0.412,0.0,4,4,2,0.0,0.002,0.002,-6.3,-0.5,1,-1,0.0,0,1,-0.059,-0.235,-0.117,0.0,-1.0,-1.0,1,Mike McDaniel,MIA,0.412,008E97,F58220,7,10,0,7.5
58,1,0.63,2025,ARI,GannJo0,42,0.0,0.176,0.0,3,3,-21,0.0,0.0,0.0,-4.4,-5.5,1,-1,0.0,0,0,-0.295,-0.059,-0.059,0.0,0.0,0.0,1,Jonathan Gannon,CRD,0.176,97233F,FFB612,3,14,0,8.5
59,0,0.36,2025,KAN,ReidAn0,67,0.0,0.353,0.0,27,13,85,18.0,0.686,1.665,1.9,-5.5,-1,-1,0.0,0,0,-0.529,-0.294,-0.471,-4.0,-5.0,-5.0,0,Andy Reid,KAN,0.353,E31837,FFB612,6,11,0,11.5
60,0,0.29,2025,IND,SteiSh0,40,0.0,0.471,0.0,3,3,-1,0.0,0.009,0.009,5.0,0.5,1,-1,0.0,0,0,0.0,-0.058,0.206,0.0,0.0,0.0,0,Shane Steichen,CLT,0.471,002C5F,A5ACAF,8,9,0,7.5
61,0,0.28,2025,MIN,OConKe0,40,0.0,0.529,0.0,4,4,18,0.0,0.395,0.395,0.7,-0.5,1,-1,0.0,0,0,-0.295,0.117,-0.236,-1.0,0.0,-1.0,0,Kevin O'Connell,MIN,0.529,4F2683,FFC62F,9,8,0,9.5
62,0,0.26,2025,TAM,BowlTo0,62,0.0,0.471,0.0,9,4,2,1.0,0.005,0.005,-1.1,-1.5,1,-1,0.0,0,1,-0.117,-0.058,0.0,-1.0,-2.0,-1.0,0,Todd Bowles,TAM,0.471,D50A0A,34302B,8,9,0,9.5
63,1,0.26,2025,BAL,HarbJo0,63,0.0,0.471,0.0,18,18,67,13.0,0.61,0.61,1.1,-3.5,-1,-1,0.0,0,0,-0.235,-0.294,-0.117,-2.0,-3.0,-1.0,0,John Harbaugh,RAV,0.471,241773,9E7C0C,8,9,0,11.5
64,0,0.36,2025,NYJ,GlenAa0,53,0.0,0.0,0.0,1,1,-11,0.0,0.0,0.0,-12.5,-3.5,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Aaron Glenn,NYJ,0.176,203731,000000,3,14,0,6.5
65,0,0.03,2024,TAM,BowlTo0,61,1.0,0.588,0.0,8,3,3,1.0,0.005,0.005,6.4,2.5,1,1,0.003,11,1,0.059,0.117,-0.177,-1.0,0.0,-1.0,0,Todd Bowles,TAM,0.588,D50A0A,34302B,10,7,1,7.5
66,0,0.11,2024,HOU,RyanDe0,40,2.0,0.588,1.0,2,2,6,2.0,0.367,0.367,-0.7,0.5,1,-1,0.0,0,1,0.0,0.382,0.353,0.0,2.0,2.0,0,DeMeco Ryans,HTX,0.588,03202F,A71930,10,7,1,9.5
67,0,0.08,2024,ARI,GannJo0,41,0.0,0.471,0.0,2,2,-10,0.0,0.0,0.0,2.1,1.0,1,1,0.0,0,0,0.236,0.236,-0.176,0.0,0.0,-1.0,0,Jonathan Gannon,CRD,0.471,97233F,FFB612,8,9,0,7.0
68,0,0.07,2024,BAL,HarbJo0,62,2.0,0.706,1.0,17,17,68,13.0,0.61,0.61,9.9,1.5,-1,1,0.002,13,0,-0.059,0.118,0.235,-1.0,1.0,2.0,0,John Harbaugh,RAV,0.706,241773,9E7C0C,12,5,1,10.5
69,0,0.06,2024,GNB,LaFlMa0,45,0.0,0.647,0.0,6,6,34,3.0,0.292,0.292,8.1,1.0,1,1,0.007,10,0,0.118,0.176,-0.118,0.0,0.0,-2.0,0,Matt LaFleur,GNB,0.647,203731,FFB612,11,6,1,10.0
70,0,0.06,2024,LAR,McVaSe0,38,2.0,0.588,1.0,8,8,28,8.0,0.756,0.756,-0.1,1.5,1,1,0.009,9,0,0.0,0.294,-0.118,1.0,2.0,-3.0,0,Sean McVay,RAM,0.588,002244,B3995D,10,7,1,8.5
71,0,0.05,2024,PIT,TomlMi0,52,1.0,0.588,0.0,18,18,76,8.0,0.077,0.077,2.1,2.0,-1,-1,0.015,8,1,0.0,0.059,0.029,0.0,1.0,0.0,0,Mike Tomlin,PIT,0.588,FFB612,C60C30,10,7,1,8.0
72,0,0.01,2024,LAC,HarbJi0,61,1.0,0.0,0.0,5,1,5,0.0,0.056,0.956,5.3,2.0,1,1,0.056,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jim Harbaugh,SDG,0.647,002244,0073CF,11,6,1,9.0
73,0,0.03,2024,DET,CampDa1,48,2.0,0.882,0.0,5,4,11,2.0,0.376,0.376,13.8,4.5,1,1,0.27,2,0,0.176,0.353,0.676,-1.0,2.0,2.0,0,Dan Campbell,DET,0.882,005A8B,B0B7BC,15,2,1,10.5
74,0,0.02,2024,PHI,SiriNi0,43,5.0,0.824,4.0,4,4,28,6.0,0.103,0.103,7.7,3.5,1,1,0.003,12,0,0.177,0.0,0.295,4.0,1.0,4.0,0,Nick Sirianni,PHI,0.824,004953,A5ACAF,14,3,0,10.5
75,0,0.0,2024,BUF,McDeSe0,50,3.0,0.765,2.0,8,8,41,7.0,0.322,0.322,8.1,3.0,1,1,0.03,7,0,0.118,-0.048,0.118,1.0,1.0,1.0,0,Sean McDermott,BUF,0.765,00338D,C60C30,13,4,1,10.0
76,0,0.0,2024,MIN,OConKe0,39,1.0,0.824,0.0,3,3,17,0.0,0.395,0.395,6.2,7.5,1,1,0.344,1,0,0.412,0.059,0.353,1.0,0.0,1.0,0,Kevin O'Connell,MIN,0.824,4F2683,FFC62F,14,3,1,6.5
77,0,0.0,2024,DEN,PaytSe0,61,1.0,0.588,0.0,17,2,2,0.0,0.068,1.259,6.4,4.5,1,1,0.068,5,0,0.117,0.294,0.176,1.0,1.0,1.0,0,Sean Payton,DEN,0.588,002244,FB4F14,10,7,1,5.5
78,0,0.0,2024,WAS,QuinDa0,54,3.0,0.0,2.0,7,1,7,2.0,0.081,0.081,3.7,5.5,1,1,0.081,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Dan Quinn,WAS,0.706,773141,FFB612,12,5,1,6.5
79,0,0.11,2024,KAN,ReidAn0,66,4.0,0.882,2.0,26,12,90,18.0,0.686,1.665,4.2,3.5,-1,1,0.113,3,0,0.235,0.058,0.176,-1.0,-1.0,1.0,0,Andy Reid,KAN,0.882,E31837,FFB612,15,2,1,11.5
80,0,0.13,2024,ATL,MorrRa0,48,0.0,0.471,0.0,5,1,-4,0.0,0.0,0.23,-2.2,-1.5,1,1,0.0,0,1,0.0,0.059,0.059,0.0,0.0,0.0,0,Raheem Morris,ATL,0.471,A71930,A5ACAF,8,9,0,9.5
81,1,0.15,2024,NWE,MayoJe0,38,0.0,0.0,0.0,1,1,-9,0.0,0.0,0.0,-8.1,-0.5,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,Jerod Mayo,NWE,0.235,002244,C60C30,4,13,0,4.5
82,0,0.48,2024,TEN,CallBr0,40,0.0,0.167,0.0,1,1,-11,0.0,0.0,0.0,-8.4,-3.5,1,1,0.0,0,0,-0.009,-0.186,-0.245,0.0,0.0,0.0,0,Brian Callahan,OTI,0.176,002244,4B92DB,3,14,0,6.5
83,0,0.17,2024,CIN,TaylZa0,41,0.0,0.529,0.0,6,6,-6,5.0,0.04,0.04,1.4,-1.5,1,1,0.0,0,0,0.0,-0.221,-0.059,0.0,-3.0,-4.0,0,Zac Taylor,CIN,0.529,FB4F14,000000,9,8,0,10.5
84,0,0.7,2024,NYG,DaboBr0,49,0.0,0.176,0.0,3,3,-14,1.0,0.273,0.273,-8.0,-3.5,1,1,0.0,0,0,-0.177,-0.383,-0.059,0.0,-2.0,0.0,1,Brian Daboll,NYG,0.176,0B2265,A71930,3,14,0,6.5
85,0,0.59,2024,CLE,StefKe0,42,0.0,0.176,0.0,5,5,-4,1.0,0.877,0.877,-9.2,-5.5,1,1,0.0,0,0,-0.471,-0.236,-0.295,-1.0,0.0,0.0,1,Kevin Stefanski,CLE,0.176,FB4F14,22150C,3,14,0,8.5
86,1,0.58,2024,NOR,AlleDe0,52,0.0,0.222,0.0,6,3,-7,0.0,0.0,0.0,-4.1,-2.5,1,1,0.0,0,0,-0.307,-0.19,-0.307,0.0,0.0,0.0,1,Dennis Allen,NOR,0.222,9F8958,000000,2,7,0,4.5
87,1,0.58,2024,CHI,EberMa0,54,0.0,0.333,0.0,3,3,-18,0.0,0.0,0.0,-2.3,-3.5,1,1,0.0,0,0,-0.079,0.157,-0.02,0.0,0.0,0.0,1,Matt Eberflus,CHI,0.333,0B162A,C83803,4,8,0,7.5
88,1,0.51,2024,JAX,PedeDo0,56,0.0,0.235,0.0,8,3,-7,1.0,0.167,0.187,-7.5,-4.5,1,1,0.0,0,0,-0.294,-0.294,0.059,0.0,-2.0,0.0,1,Doug Pederson,JAX,0.235,006778,9F792C,4,13,0,8.5
89,1,0.57,2024,NYJ,SaleRo0,45,0.0,0.4,0.0,4,4,-16,0.0,0.0,0.0,-4.3,-4.5,1,1,0.0,0,1,-0.012,-0.012,0.165,0.0,0.0,0.0,1,Robert Saleh,NYJ,0.4,203731,000000,2,3,0,6.5
90,1,0.39,2024,DAL,McCaMi0,61,0.0,0.412,0.0,18,5,14,1.0,0.0,0.36,-6.3,-3.0,1,1,0.0,0,0,-0.294,-0.294,-0.294,-1.0,-2.0,-1.0,0,Mike McCarthy,DAL,0.412,002244,B0B7BC,7,10,0,10.0
91,1,0.29,2024,LVR,PierAn0,46,0.0,0.235,0.0,2,2,-8,0.0,0.0,0.0,-6.4,-2.5,1,0,0.0,0,1,-0.236,-0.118,-0.353,0.0,0.0,-1.0,0,Antonio Pierce,RAI,0.235,A5ACAF,000000,4,13,0,6.5
92,0,0.25,2024,SFO,ShanKy0,45,0.0,0.353,0.0,8,8,8,8.0,0.57,0.57,-1.2,-5.5,1,-1,0.0,0,0,-0.353,-0.412,-0.235,-4.0,-3.0,-3.0,0,Kyle Shanahan,SFO,0.353,AA0000,B3995D,6,11,0,11.5
93,0,0.23,2024,IND,SteiSh0,39,0.0,0.471,0.0,2,2,0,0.0,0.009,0.009,-3.7,-0.5,1,1,0.0,0,0,-0.058,0.206,-0.058,0.0,0.0,0.0,0,Shane Steichen,CLT,0.471,002C5F,A5ACAF,8,9,0,8.5
94,0,0.21,2024,MIA,McDaMi0,41,0.0,0.471,0.0,3,3,5,0.0,0.002,0.002,-3.0,-2.0,1,1,0.0,0,1,-0.176,-0.058,-0.058,-1.0,-1.0,0.0,0,Mike McDaniel,MIA,0.471,008E97,F58220,8,9,0,10.0
95,0,0.19,2024,CAR,CanaDa0,43,0.0,0.0,0.0,1,1,-7,0.0,0.0,0.0,-11.0,-0.5,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,Dave Canales,CAR,0.294,0085CA,BFC0BF,5,12,0,5.5
96,0,0.17,2024,SEA,MacdMi0,37,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,1.3,2.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Mike Macdonald,SEA,0.588,002244,69BE28,10,7,0,7.5
97,0,0.04,2023,BAL,HarbJo0,61,3.0,0.765,1.0,16,16,61,12.0,0.608,0.608,13.2,3.0,-1,1,0.058,4,0,0.177,0.294,0.077,2.0,3.0,1.0,0,John Harbaugh,RAV,0.765,241773,9E7C0C,13,4,1,10.0
